exp	acc	target	biosample	synonyms	biorep	techrep	read	read_length	run_type	read_count	url	md5sum	controls	qc_flags
ENCSR721QZV	ENCFF695ICE	ZSCAN18	HEK293	human embryonic kidney cell	2	2_1	2	101	paired-ended	30111191	https://encode-public.s3.amazonaws.com/2016/11/19/488fa998-9627-476c-941d-4aad0ba459c5/ENCFF695ICE.fastq.gz	4007bac909f39a1874936aa80ca7cb69	ENCSR598OXI,ENCSR007GUS,ENCSR049NDP,ENCSR110ZVM,ENCSR123TVS,ENCSR236FPN,ENCSR260MAS,ENCSR278MZO,ENCSR311DYU,ENCSR316OQD,ENCSR361UQO,ENCSR398UVH,ENCSR468NLK,ENCSR499OOH,ENCSR499QIO,ENCSR523KUQ,ENCSR537CWQ,ENCSR603CJM,ENCSR679WSJ,ENCSR736BTL,ENCSR782QKO,ENCSR840JVQ,ENCSR851FFP,ENCSR860UAT,ENCSR873PPH	missing genetic modification characterization,missing biosample characterization
ENCSR721QZV	ENCFF174BEA	ZSCAN18	HEK293	human embryonic kidney cell	1	1_1	2	101	paired-ended	30650880	https://encode-public.s3.amazonaws.com/2016/11/19/68494679-7644-4d56-853d-b0c02ac2925b/ENCFF174BEA.fastq.gz	a68604f1a75eb45646f6faf63a867927	ENCSR598OXI,ENCSR007GUS,ENCSR049NDP,ENCSR110ZVM,ENCSR123TVS,ENCSR236FPN,ENCSR260MAS,ENCSR278MZO,ENCSR311DYU,ENCSR316OQD,ENCSR361UQO,ENCSR398UVH,ENCSR468NLK,ENCSR499OOH,ENCSR499QIO,ENCSR523KUQ,ENCSR537CWQ,ENCSR603CJM,ENCSR679WSJ,ENCSR736BTL,ENCSR782QKO,ENCSR840JVQ,ENCSR851FFP,ENCSR860UAT,ENCSR873PPH	missing genetic modification characterization,missing biosample characterization
ENCSR721QZV	ENCFF962THE	ZSCAN18	HEK293	human embryonic kidney cell	2	2_1	1	101	paired-ended	30111191	https://encode-public.s3.amazonaws.com/2016/11/19/6efdd65e-1e03-4e11-9749-77076f9b7344/ENCFF962THE.fastq.gz	00877e5c116a8ccbd0b109992ac82a70	ENCSR598OXI,ENCSR007GUS,ENCSR049NDP,ENCSR110ZVM,ENCSR123TVS,ENCSR236FPN,ENCSR260MAS,ENCSR278MZO,ENCSR311DYU,ENCSR316OQD,ENCSR361UQO,ENCSR398UVH,ENCSR468NLK,ENCSR499OOH,ENCSR499QIO,ENCSR523KUQ,ENCSR537CWQ,ENCSR603CJM,ENCSR679WSJ,ENCSR736BTL,ENCSR782QKO,ENCSR840JVQ,ENCSR851FFP,ENCSR860UAT,ENCSR873PPH	missing genetic modification characterization,missing biosample characterization
ENCSR692ILH	ENCFF774SIF	CTCF	spleen		1	1_1	1	100	paired-ended	36859648	https://encode-public.s3.amazonaws.com/2016/04/24/58b87d1d-394e-4840-b143-0e886d5ef89f/ENCFF774SIF.fastq.gz	f005b587dd9e09c938a2f418f50c22e1	ENCSR819SSW	antibody characterized with exemption
ENCSR692ILH	ENCFF106TQC	CTCF	spleen		1	1_1	2	100	paired-ended	36859648	https://encode-public.s3.amazonaws.com/2016/04/24/eece4b04-9701-405d-87f3-339ce06d5512/ENCFF106TQC.fastq.gz	3944ca88f569a0e978eaf721a3c3c6c4	ENCSR819SSW	antibody characterized with exemption
ENCSR504VDV	ENCFF549SRV	ZNF654	HEK293	human embryonic kidney cell	1	1_1	1	101	paired-ended	26064402	https://encode-public.s3.amazonaws.com/2016/04/28/9fb2610d-744a-496d-ad4c-ece5c3b59532/ENCFF549SRV.fastq.gz	78561b44b37ca371b90838ddee8f5266	ENCSR598OXI,ENCSR007GUS,ENCSR049NDP,ENCSR110ZVM,ENCSR123TVS,ENCSR236FPN,ENCSR260MAS,ENCSR278MZO,ENCSR311DYU,ENCSR316OQD,ENCSR361UQO,ENCSR398UVH,ENCSR468NLK,ENCSR499OOH,ENCSR499QIO,ENCSR523KUQ,ENCSR537CWQ,ENCSR603CJM,ENCSR679WSJ,ENCSR736BTL,ENCSR782QKO,ENCSR840JVQ,ENCSR851FFP,ENCSR860UAT,ENCSR873PPH	missing genetic modification characterization,low read depth,missing biosample characterization
ENCSR504VDV	ENCFF774IKE	ZNF654	HEK293	human embryonic kidney cell	2	2_1	1	101	paired-ended	23176543	https://encode-public.s3.amazonaws.com/2016/04/28/c174d407-1c85-4c04-9c84-6cfcf56c6eec/ENCFF774IKE.fastq.gz	c207c04bde9e19c6cf300f7998998b87	ENCSR598OXI,ENCSR007GUS,ENCSR049NDP,ENCSR110ZVM,ENCSR123TVS,ENCSR236FPN,ENCSR260MAS,ENCSR278MZO,ENCSR311DYU,ENCSR316OQD,ENCSR361UQO,ENCSR398UVH,ENCSR468NLK,ENCSR499OOH,ENCSR499QIO,ENCSR523KUQ,ENCSR537CWQ,ENCSR603CJM,ENCSR679WSJ,ENCSR736BTL,ENCSR782QKO,ENCSR840JVQ,ENCSR851FFP,ENCSR860UAT,ENCSR873PPH	missing genetic modification characterization,low read depth,missing biosample characterization
ENCSR504VDV	ENCFF406DCD	ZNF654	HEK293	human embryonic kidney cell	1	1_1	2	101	paired-ended	26064402	https://encode-public.s3.amazonaws.com/2016/04/28/deac35fc-3b2f-4dd1-927b-84bb7813445d/ENCFF406DCD.fastq.gz	1dd09d21dd26d5ef84b47293db1d58f5	ENCSR598OXI,ENCSR007GUS,ENCSR049NDP,ENCSR110ZVM,ENCSR123TVS,ENCSR236FPN,ENCSR260MAS,ENCSR278MZO,ENCSR311DYU,ENCSR316OQD,ENCSR361UQO,ENCSR398UVH,ENCSR468NLK,ENCSR499OOH,ENCSR499QIO,ENCSR523KUQ,ENCSR537CWQ,ENCSR603CJM,ENCSR679WSJ,ENCSR736BTL,ENCSR782QKO,ENCSR840JVQ,ENCSR851FFP,ENCSR860UAT,ENCSR873PPH	missing genetic modification characterization,low read depth,missing biosample characterization
ENCSR504VDV	ENCFF333NBD	ZNF654	HEK293	human embryonic kidney cell	2	2_1	2	101	paired-ended	23176543	https://encode-public.s3.amazonaws.com/2016/04/28/a30e1549-7e24-403f-b468-0698cb623140/ENCFF333NBD.fastq.gz	bfd859a3b37c40f06baa1f99e011a41b	ENCSR598OXI,ENCSR007GUS,ENCSR049NDP,ENCSR110ZVM,ENCSR123TVS,ENCSR236FPN,ENCSR260MAS,ENCSR278MZO,ENCSR311DYU,ENCSR316OQD,ENCSR361UQO,ENCSR398UVH,ENCSR468NLK,ENCSR499OOH,ENCSR499QIO,ENCSR523KUQ,ENCSR537CWQ,ENCSR603CJM,ENCSR679WSJ,ENCSR736BTL,ENCSR782QKO,ENCSR840JVQ,ENCSR851FFP,ENCSR860UAT,ENCSR873PPH	missing genetic modification characterization,low read depth,missing biosample characterization
ENCSR663WAR	ENCFF079NVQ	REST	H1	H1	1	1_1	1	76	single-ended	36074043	https://encode-public.s3.amazonaws.com/2016/02/26/b9607d78-b0f0-4127-ac97-22e1ca914f9d/ENCFF079NVQ.fastq.gz	18db7c6fe1bf8b672a5d8956a43e7bc0	ENCSR000AMI	low read length,antibody characterized with exemption,mixed read lengths,inconsistent control read length,low read depth
ENCSR663WAR	ENCFF794IGW	REST	H1	H1	2	2_1	1	36	single-ended	30347030	https://encode-public.s3.amazonaws.com/2016/02/26/c8f0a7aa-34f1-4348-a42a-cff6f03147c6/ENCFF794IGW.fastq.gz	7d6d7de0b0824de05d006149c22ad02b	ENCSR000AMI	low read length,antibody characterized with exemption,mixed read lengths,inconsistent control read length,low read depth
ENCSR061DGF	ENCFF848FCP	NANOG	GM23338		1	1_1	1	50	single-ended	28367739	https://encode-public.s3.amazonaws.com/2015/12/17/1f6641eb-bb7b-4a29-badf-913ebb04e5d3/ENCFF848FCP.fastq.gz	7886e722d90f8588d411f7c66be945ca	ENCSR447FVP,ENCSR655HDE	borderline replicate concordance,antibody characterized with exemption
ENCSR061DGF	ENCFF186UNP	NANOG	GM23338		2	2_1	1	50	single-ended	44005218	https://encode-public.s3.amazonaws.com/2015/12/17/305b5967-a1d4-4bc2-b72f-4eb7627967ae/ENCFF186UNP.fastq.gz	bbfca3569a2868a9733a4fc5cf825fab	ENCSR447FVP,ENCSR655HDE	borderline replicate concordance,antibody characterized with exemption
ENCSR233MWH	ENCFF468WIR	ZNF670	HEK293	human embryonic kidney cell	2	2_1	2	101	paired-ended	21500567	https://encode-public.s3.amazonaws.com/2016/11/19/ced034f3-ecb8-4828-83b2-e212c31deaff/ENCFF468WIR.fastq.gz	d00a5c4623cf2bee341c6ec47c80c1ec	ENCSR598OXI,ENCSR007GUS,ENCSR049NDP,ENCSR110ZVM,ENCSR123TVS,ENCSR236FPN,ENCSR260MAS,ENCSR278MZO,ENCSR311DYU,ENCSR316OQD,ENCSR361UQO,ENCSR398UVH,ENCSR468NLK,ENCSR499OOH,ENCSR499QIO,ENCSR523KUQ,ENCSR537CWQ,ENCSR603CJM,ENCSR679WSJ,ENCSR736BTL,ENCSR782QKO,ENCSR840JVQ,ENCSR851FFP,ENCSR860UAT,ENCSR873PPH	missing genetic modification characterization,low read depth,missing biosample characterization
ENCSR233MWH	ENCFF608LSC	ZNF670	HEK293	human embryonic kidney cell	3	3_1	2	101	paired-ended	30112588	https://encode-public.s3.amazonaws.com/2016/11/19/4d31b1d2-8b5c-42e5-8708-f615f3f4ce27/ENCFF608LSC.fastq.gz	c5919011ed025c70ec1b82544483e339	ENCSR598OXI,ENCSR007GUS,ENCSR049NDP,ENCSR110ZVM,ENCSR123TVS,ENCSR236FPN,ENCSR260MAS,ENCSR278MZO,ENCSR311DYU,ENCSR316OQD,ENCSR361UQO,ENCSR398UVH,ENCSR468NLK,ENCSR499OOH,ENCSR499QIO,ENCSR523KUQ,ENCSR537CWQ,ENCSR603CJM,ENCSR679WSJ,ENCSR736BTL,ENCSR782QKO,ENCSR840JVQ,ENCSR851FFP,ENCSR860UAT,ENCSR873PPH	missing genetic modification characterization,low read depth,missing biosample characterization
ENCSR233MWH	ENCFF593YWJ	ZNF670	HEK293	human embryonic kidney cell	2	2_1	1	101	paired-ended	21500567	https://encode-public.s3.amazonaws.com/2016/11/19/92e0c23c-0889-4f0d-8b8d-dcbeba287258/ENCFF593YWJ.fastq.gz	3b6d9e2b9a62f14c90b52759c63f3fa1	ENCSR598OXI,ENCSR007GUS,ENCSR049NDP,ENCSR110ZVM,ENCSR123TVS,ENCSR236FPN,ENCSR260MAS,ENCSR278MZO,ENCSR311DYU,ENCSR316OQD,ENCSR361UQO,ENCSR398UVH,ENCSR468NLK,ENCSR499OOH,ENCSR499QIO,ENCSR523KUQ,ENCSR537CWQ,ENCSR603CJM,ENCSR679WSJ,ENCSR736BTL,ENCSR782QKO,ENCSR840JVQ,ENCSR851FFP,ENCSR860UAT,ENCSR873PPH	missing genetic modification characterization,low read depth,missing biosample characterization
ENCSR233MWH	ENCFF377KMZ	ZNF670	HEK293	human embryonic kidney cell	3	3_1	1	101	paired-ended	30112588	https://encode-public.s3.amazonaws.com/2016/11/19/36ca72b8-93df-4776-92ca-c2cc94d81620/ENCFF377KMZ.fastq.gz	5983243127bb88a63bf61b1d00c402ce	ENCSR598OXI,ENCSR007GUS,ENCSR049NDP,ENCSR110ZVM,ENCSR123TVS,ENCSR236FPN,ENCSR260MAS,ENCSR278MZO,ENCSR311DYU,ENCSR316OQD,ENCSR361UQO,ENCSR398UVH,ENCSR468NLK,ENCSR499OOH,ENCSR499QIO,ENCSR523KUQ,ENCSR537CWQ,ENCSR603CJM,ENCSR679WSJ,ENCSR736BTL,ENCSR782QKO,ENCSR840JVQ,ENCSR851FFP,ENCSR860UAT,ENCSR873PPH	missing genetic modification characterization,low read depth,missing biosample characterization
ENCSR910JAI	ENCFF435JEO	NCOR1	K562	 K562 cell,K-562,K-562 cell	2	2_1	2	100	paired-ended	52160777	https://encode-public.s3.amazonaws.com/2016/11/01/164b7b2e-baee-4090-ab7f-183690dda10d/ENCFF435JEO.fastq.gz	fd09d4d2f1a10a4ed3d8eb2bc1fff7f3	ENCSR632PAG	mild to moderate bottlenecking,moderate library complexity
ENCSR910JAI	ENCFF443EYG	NCOR1	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	100	paired-ended	52160777	https://encode-public.s3.amazonaws.com/2016/11/01/85f8f48e-872d-489d-9986-639d42bb94b9/ENCFF443EYG.fastq.gz	c29ff6d3fa71580ffd70a5b236dab0d2	ENCSR632PAG	mild to moderate bottlenecking,moderate library complexity
ENCSR910JAI	ENCFF224PWB	NCOR1	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	100	paired-ended	69318787	https://encode-public.s3.amazonaws.com/2016/11/01/d3493e13-c8a9-48f3-a37d-045e41a452cb/ENCFF224PWB.fastq.gz	3f336d5c02c9e130280c99b0d523245a	ENCSR632PAG	mild to moderate bottlenecking,moderate library complexity
ENCSR910JAI	ENCFF337XLT	NCOR1	K562	 K562 cell,K-562,K-562 cell	1	1_1	2	100	paired-ended	69318787	https://encode-public.s3.amazonaws.com/2016/11/01/536f8a6e-9e05-4ec4-afcd-64396a46d1c7/ENCFF337XLT.fastq.gz	8a059b4d0c98e9551552660303531592	ENCSR632PAG	mild to moderate bottlenecking,moderate library complexity
ENCSR922GUA	ENCFF478FFG	POLR2A	esophagus muscularis mucosa	muscularis mucosae of esophagus,lamina muscularis mucosae (oesphagus),esophagus muscularis mucosae,lamina muscularis of esophageal mucous membrane	1	1_1	2	100	paired-ended	37907055	https://encode-public.s3.amazonaws.com/2017/03/06/dcfe8d13-6cee-43a0-9c0a-c593c3ced6b6/ENCFF478FFG.fastq.gz	371320d2e7235279a4c61aa17dafb0d8	ENCSR834ESZ	mild to moderate bottlenecking,moderate library complexity,low read depth,antibody characterized with exemption
ENCSR922GUA	ENCFF438UOR	POLR2A	esophagus muscularis mucosa	muscularis mucosae of esophagus,lamina muscularis mucosae (oesphagus),esophagus muscularis mucosae,lamina muscularis of esophageal mucous membrane	1	1_1	1	100	paired-ended	37907055	https://encode-public.s3.amazonaws.com/2017/03/06/7cd94c33-2d32-4595-b5cb-99d4d95175e7/ENCFF438UOR.fastq.gz	7ccacf28bc888bd3ad2526753cc684dd	ENCSR834ESZ	mild to moderate bottlenecking,moderate library complexity,low read depth,antibody characterized with exemption
ENCSR167JBG	ENCFF992IHE	DIDO1	K562	 K562 cell,K-562,K-562 cell	2	2_1	2	100	paired-ended	22549175	https://encode-public.s3.amazonaws.com/2015/10/31/65248d52-e3fb-4ddc-b344-27016b8416ae/ENCFF992IHE.fastq.gz	0b42faf2d2a2481f49be5579244589ee	ENCSR724HDV	missing genetic modification characterization,low read depth,missing biosample characterization
ENCSR167JBG	ENCFF597HDK	DIDO1	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	100	paired-ended	22549175	https://encode-public.s3.amazonaws.com/2015/10/31/328d75f4-0c91-4f4e-976e-4b074180b7cb/ENCFF597HDK.fastq.gz	0699a8e2a8e27d6fa9e99ec220a3ec0f	ENCSR724HDV	missing genetic modification characterization,low read depth,missing biosample characterization
ENCSR167JBG	ENCFF943GMA	DIDO1	K562	 K562 cell,K-562,K-562 cell	1	1_1	2	100	paired-ended	24480291	https://encode-public.s3.amazonaws.com/2015/10/31/7d6389a6-a048-429f-a243-81e0d1fc95d0/ENCFF943GMA.fastq.gz	6700b16e4a42ac7d76f0af239c295f85	ENCSR724HDV	missing genetic modification characterization,low read depth,missing biosample characterization
ENCSR167JBG	ENCFF382BWE	DIDO1	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	100	paired-ended	24480291	https://encode-public.s3.amazonaws.com/2015/10/31/b5e73038-19a0-436d-b255-b8ab031d72fe/ENCFF382BWE.fastq.gz	776ee9bbb56b9691a1da96547e724391	ENCSR724HDV	missing genetic modification characterization,low read depth,missing biosample characterization
ENCSR460MBI	ENCFF033ZFD	ZBTB20	HEK293	human embryonic kidney cell	1	1_1	1	101	paired-ended	38905840	https://encode-public.s3.amazonaws.com/2016/11/18/81583def-adad-4a43-914d-8035884996d7/ENCFF033ZFD.fastq.gz	48b3ce174e074cf001cc189571c48c03	ENCSR598OXI,ENCSR007GUS,ENCSR049NDP,ENCSR110ZVM,ENCSR123TVS,ENCSR236FPN,ENCSR260MAS,ENCSR278MZO,ENCSR311DYU,ENCSR316OQD,ENCSR361UQO,ENCSR398UVH,ENCSR468NLK,ENCSR499OOH,ENCSR499QIO,ENCSR523KUQ,ENCSR537CWQ,ENCSR603CJM,ENCSR679WSJ,ENCSR736BTL,ENCSR782QKO,ENCSR840JVQ,ENCSR851FFP,ENCSR860UAT,ENCSR873PPH	missing genetic modification characterization,missing biosample characterization
ENCSR460MBI	ENCFF753KIN	ZBTB20	HEK293	human embryonic kidney cell	1	1_1	2	101	paired-ended	38905840	https://encode-public.s3.amazonaws.com/2016/11/18/cb65be0f-75cd-4722-821d-67ed2febae84/ENCFF753KIN.fastq.gz	365b7240fbb776f0804ee057392f3509	ENCSR598OXI,ENCSR007GUS,ENCSR049NDP,ENCSR110ZVM,ENCSR123TVS,ENCSR236FPN,ENCSR260MAS,ENCSR278MZO,ENCSR311DYU,ENCSR316OQD,ENCSR361UQO,ENCSR398UVH,ENCSR468NLK,ENCSR499OOH,ENCSR499QIO,ENCSR523KUQ,ENCSR537CWQ,ENCSR603CJM,ENCSR679WSJ,ENCSR736BTL,ENCSR782QKO,ENCSR840JVQ,ENCSR851FFP,ENCSR860UAT,ENCSR873PPH	missing genetic modification characterization,missing biosample characterization
ENCSR460MBI	ENCFF204KOO	ZBTB20	HEK293	human embryonic kidney cell	2	2_1	1	101	paired-ended	26957020	https://encode-public.s3.amazonaws.com/2016/11/18/94678cb0-d81c-43b1-a9f9-d3e6c74a6050/ENCFF204KOO.fastq.gz	d3810cc1f70be5d49d49e178dd1b21ec	ENCSR598OXI,ENCSR007GUS,ENCSR049NDP,ENCSR110ZVM,ENCSR123TVS,ENCSR236FPN,ENCSR260MAS,ENCSR278MZO,ENCSR311DYU,ENCSR316OQD,ENCSR361UQO,ENCSR398UVH,ENCSR468NLK,ENCSR499OOH,ENCSR499QIO,ENCSR523KUQ,ENCSR537CWQ,ENCSR603CJM,ENCSR679WSJ,ENCSR736BTL,ENCSR782QKO,ENCSR840JVQ,ENCSR851FFP,ENCSR860UAT,ENCSR873PPH	missing genetic modification characterization,missing biosample characterization
ENCSR460MBI	ENCFF668LKZ	ZBTB20	HEK293	human embryonic kidney cell	2	2_1	2	101	paired-ended	26957020	https://encode-public.s3.amazonaws.com/2016/11/18/1c5a18f3-7255-4028-9c66-2c2cde8f8a11/ENCFF668LKZ.fastq.gz	4c970a2296d40f337330232ca9dd65c4	ENCSR598OXI,ENCSR007GUS,ENCSR049NDP,ENCSR110ZVM,ENCSR123TVS,ENCSR236FPN,ENCSR260MAS,ENCSR278MZO,ENCSR311DYU,ENCSR316OQD,ENCSR361UQO,ENCSR398UVH,ENCSR468NLK,ENCSR499OOH,ENCSR499QIO,ENCSR523KUQ,ENCSR537CWQ,ENCSR603CJM,ENCSR679WSJ,ENCSR736BTL,ENCSR782QKO,ENCSR840JVQ,ENCSR851FFP,ENCSR860UAT,ENCSR873PPH	missing genetic modification characterization,missing biosample characterization
ENCSR667UWT	ENCFF384DGC	POLR2A	transverse colon	colon transversum	1	1_1	2	100	paired-ended	73406205	https://encode-public.s3.amazonaws.com/2016/04/24/8469e6a5-bdd9-4df5-9104-eb5849d3b138/ENCFF384DGC.fastq.gz	1a5aea4c4c2549b36870bcc71e6cd78e	ENCSR009MWG	mild to moderate bottlenecking,moderate library complexity,antibody characterized with exemption
ENCSR667UWT	ENCFF445QWT	POLR2A	transverse colon	colon transversum	1	1_1	1	100	paired-ended	73406205	https://encode-public.s3.amazonaws.com/2016/04/24/dc7b3aae-b421-4e56-8d05-6f08a3a75d7b/ENCFF445QWT.fastq.gz	53961abfe2a6368a0cb65a1cf9a25377	ENCSR009MWG	mild to moderate bottlenecking,moderate library complexity,antibody characterized with exemption
ENCSR331ORD	ENCFF517FOY	CREB1	HepG2	HepG2 cell,Hep-G2	2	2_1	1	50	single-ended	45838796	https://encode-public.s3.amazonaws.com/2016/04/01/75da6735-36b6-47c1-b48a-0780f726a09e/ENCFF517FOY.fastq.gz	8d8cfb2cdf967131b259cf84056e16ed	ENCSR345EZN	missing genetic modification characterization,mild to moderate bottlenecking,missing compliant biosample characterization,control low read depth
ENCSR331ORD	ENCFF951QJT	CREB1	HepG2	HepG2 cell,Hep-G2	1	1_1	1	50	single-ended	38020737	https://encode-public.s3.amazonaws.com/2016/04/01/caf90059-8057-41a2-9b68-b50381c6e318/ENCFF951QJT.fastq.gz	93e11a01cdb1e9f4fda4712f2bdca940	ENCSR345EZN	missing genetic modification characterization,mild to moderate bottlenecking,missing compliant biosample characterization,control low read depth
ENCSR584ATA	ENCFF629YQE	EZH2phosphoT487	OCI-LY3	Oci-Ly-3,Oci-Ly-3 cell	1	1_1	1	76	single-ended	25798737	https://encode-public.s3.amazonaws.com/2016/10/15/36d72f8b-caaa-4c69-9a48-66e9ac947548/ENCFF629YQE.fastq.gz	0e46b7e6cc035fe5548f8e836a7610ec	ENCSR361GKY	antibody characterized with exemption,inconsistent control read length,low read depth,mixed run types,inconsistent control run_type
ENCSR584ATA	ENCFF101CQF	EZH2phosphoT487	OCI-LY3	Oci-Ly-3,Oci-Ly-3 cell	1	1_1	1	76	single-ended	26553711	https://encode-public.s3.amazonaws.com/2016/10/15/d62d7466-2746-45a4-b9f2-06f1fa7c85b9/ENCFF101CQF.fastq.gz	8b924820361f7c6f4853b8fcad4f7662	ENCSR361GKY	antibody characterized with exemption,inconsistent control read length,low read depth,mixed run types,inconsistent control run_type
ENCSR584ATA	ENCFF655GMJ	EZH2phosphoT487	OCI-LY3	Oci-Ly-3,Oci-Ly-3 cell	2	2_1	1	76	paired-ended	26839732	https://encode-public.s3.amazonaws.com/2016/10/15/112f2d3c-7fc0-45d4-9df4-4196d2bd1823/ENCFF655GMJ.fastq.gz	b8dbe19e79ad63f460f893c5e7e2ea9b	ENCSR361GKY	antibody characterized with exemption,inconsistent control read length,low read depth,mixed run types,inconsistent control run_type
ENCSR584ATA	ENCFF141TVK	EZH2phosphoT487	OCI-LY3	Oci-Ly-3,Oci-Ly-3 cell	2	2_1	2	76	paired-ended	26839732	https://encode-public.s3.amazonaws.com/2016/10/15/ffe86d2b-c13c-4d33-b8bd-d8546f5d74ee/ENCFF141TVK.fastq.gz	b66eb6e11d857718875546d91c1823eb	ENCSR361GKY	antibody characterized with exemption,inconsistent control read length,low read depth,mixed run types,inconsistent control run_type
ENCSR645JVW	ENCFF672XXV	POLR2AphosphoS5	vagina		1	1_1	1	75	paired-ended	25776734	https://encode-public.s3.amazonaws.com/2021/06/10/a713b7ee-f25c-4966-8877-8c5d8a63ae73/ENCFF672XXV.fastq.gz	0bd05ff906953c46692c3cbef33bb7b3	ENCSR032SLG	mild to moderate bottlenecking,low read depth,antibody characterized with exemption
ENCSR645JVW	ENCFF870TSV	POLR2AphosphoS5	vagina		1	1_1	2	75	paired-ended	25776734	https://encode-public.s3.amazonaws.com/2021/06/10/6470fa2b-daf4-40ca-ab4f-e66a1874df0c/ENCFF870TSV.fastq.gz	396dcc07cf269b777301ddcb3aaf3f8c	ENCSR032SLG	mild to moderate bottlenecking,low read depth,antibody characterized with exemption
ENCSR580IAO	ENCFF814FHF	ZNF197	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	50	single-ended	15288429	https://encode-public.s3.amazonaws.com/2016/03/15/d3350b27-ad93-4751-9e3d-ba7ac178170e/ENCFF814FHF.fastq.gz	1acbc197590cce33f7b3a29338e0f6aa	ENCSR150XYW	missing genetic modification characterization,missing compliant biosample characterization,low read depth
ENCSR580IAO	ENCFF978YQI	ZNF197	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	50	single-ended	16163609	https://encode-public.s3.amazonaws.com/2016/03/15/6b7163d9-0c46-41ee-b0fa-dea1cafb8d8d/ENCFF978YQI.fastq.gz	a7664b3ed1e1154d09419a3892747741	ENCSR150XYW	missing genetic modification characterization,missing compliant biosample characterization,low read depth
ENCSR580IAO	ENCFF841KDB	ZNF197	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	50	single-ended	2660099	https://encode-public.s3.amazonaws.com/2016/03/26/08de2d46-30e6-40cf-bf0f-8c41193080d4/ENCFF841KDB.fastq.gz	1d20ac8edcbd004b338ee649160996de	ENCSR150XYW	missing genetic modification characterization,missing compliant biosample characterization,low read depth
ENCSR580IAO	ENCFF379LXN	ZNF197	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	50	single-ended	2936191	https://encode-public.s3.amazonaws.com/2016/03/26/c712c0e6-9118-40b8-a2b6-de530aa506d6/ENCFF379LXN.fastq.gz	24319377b532a2f26bdb61967b8db2e1	ENCSR150XYW	missing genetic modification characterization,missing compliant biosample characterization,low read depth
ENCSR598GER	ENCFF522MWJ	CCAR2	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	40	single-ended	21825022	https://encode-public.s3.amazonaws.com/2017/01/26/571948b1-3cbb-4ecf-923d-bc05899ce4e4/ENCFF522MWJ.fastq.gz	bbe4b90200d9268cae014c7b5f922dee	ENCSR966DOU	mild to moderate bottlenecking,low read length,low read depth
ENCSR598GER	ENCFF905CNP	CCAR2	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	40	single-ended	22262167	https://encode-public.s3.amazonaws.com/2017/01/26/69124418-f65f-45ff-bbf6-665e5edcff97/ENCFF905CNP.fastq.gz	5c22f0b6ba4cb9c9e42c12a8d25ba11f	ENCSR966DOU	mild to moderate bottlenecking,low read length,low read depth
ENCSR818DQV	ENCFF131JSB	MAFG	K562	 K562 cell,K-562,K-562 cell	2	2_1	2	100	paired-ended	29624077	https://encode-public.s3.amazonaws.com/2015/10/30/7987b17f-bcba-43b9-974c-3f134bedff94/ENCFF131JSB.fastq.gz	81ecbc383c28d7ed2c21884908aac1e1	ENCSR727UQK	missing genetic modification characterization,missing compliant biosample characterization
ENCSR818DQV	ENCFF683PDC	MAFG	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	100	paired-ended	31571617	https://encode-public.s3.amazonaws.com/2015/10/30/3fec096f-fc02-4578-9f0c-5106e60889ad/ENCFF683PDC.fastq.gz	1334d97655765b9eac29376fc49d6d55	ENCSR727UQK	missing genetic modification characterization,missing compliant biosample characterization
ENCSR818DQV	ENCFF307CQO	MAFG	K562	 K562 cell,K-562,K-562 cell	1	1_1	2	100	paired-ended	31571617	https://encode-public.s3.amazonaws.com/2015/10/30/76596821-b672-4bdb-ae73-86e5caf6cc78/ENCFF307CQO.fastq.gz	bcc0616b5b85cf69fb3b4099523f5289	ENCSR727UQK	missing genetic modification characterization,missing compliant biosample characterization
ENCSR818DQV	ENCFF711WIA	MAFG	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	100	paired-ended	29624077	https://encode-public.s3.amazonaws.com/2015/10/30/e10c96cc-b4c8-496c-b415-4e293bcbed63/ENCFF711WIA.fastq.gz	8c4b2247a44324e872588efe00182b33	ENCSR727UQK	missing genetic modification characterization,missing compliant biosample characterization
ENCSR991ADX	ENCFF194KNQ	U2AF2	HepG2	HepG2 cell,Hep-G2	2	2_1	1	40	single-ended	28187084	https://encode-public.s3.amazonaws.com/2017/01/26/79352d1b-daee-457d-be1b-6dc8b09c3a58/ENCFF194KNQ.fastq.gz	0a6c450092336c7c341d18c6e1d4f04a	ENCSR735QJO	mild to moderate bottlenecking,low read length,low read depth
