exp	acc	target	biosample	synonyms	biorep	techrep	read	read_length	run_type	read_count	url	md5sum	controls
ENCSR782BSY	ENCFF551YUA	CTCF	placenta	allantoic placenta,eutherian placenta	1	1_1	1	76	single-ended	6853745	https://encode-public.s3.amazonaws.com/2022/05/11/22cd9982-3ff1-4bd9-bdc6-b67bd9b334e0/ENCFF551YUA.fastq.gz	86229a0631df22984980686728a4d351	ENCSR918ESG
ENCSR782BSY	ENCFF731MIM	CTCF	placenta	allantoic placenta,eutherian placenta	1	1_2	1	76	single-ended	7497985	https://encode-public.s3.amazonaws.com/2022/05/11/319b3251-3915-4893-ac4e-f538c6f4bba5/ENCFF731MIM.fastq.gz	28293d84f0286797292ed6fdc7480227	ENCSR918ESG
ENCSR782BSY	ENCFF466HZF	CTCF	placenta	allantoic placenta,eutherian placenta	1	1_2	1	76	single-ended	7362349	https://encode-public.s3.amazonaws.com/2022/05/11/71650c65-e6ed-46d8-8495-8a5b855e5e93/ENCFF466HZF.fastq.gz	9a64f9463dc98336601aaa7ba197370b	ENCSR918ESG
ENCSR782BSY	ENCFF512VAW	CTCF	placenta	allantoic placenta,eutherian placenta	1	1_1	1	76	single-ended	6754881	https://encode-public.s3.amazonaws.com/2022/05/11/bbd01638-4615-4576-9d83-c91003f88b17/ENCFF512VAW.fastq.gz	de521957fab43dcb19e5d5b8dcdd9eb7	ENCSR918ESG
ENCSR782BSY	ENCFF026KJX	CTCF	placenta	allantoic placenta,eutherian placenta	1	1_1	1	76	single-ended	6914186	https://encode-public.s3.amazonaws.com/2022/05/11/eae93d4d-4339-428e-8bdd-cbfb2337569c/ENCFF026KJX.fastq.gz	f78154b400ffbf6d39f480127e937f49	ENCSR918ESG
ENCSR782BSY	ENCFF468ICT	CTCF	placenta	allantoic placenta,eutherian placenta	1	1_1	1	76	single-ended	6768134	https://encode-public.s3.amazonaws.com/2022/05/11/ffe77326-eaa1-4c60-8e0f-956f94c3ba37/ENCFF468ICT.fastq.gz	33a2d6431d4a5da9209b259acbd935b9	ENCSR918ESG
ENCSR470KCE	ENCFF549TBL	CTCF	CD4-positive, alpha-beta T cell	CD4-positive, alpha-beta T lymphocyte,CD4-positive, alpha-beta T-cell,CD4-positive, alpha-beta T-lymphocyte	1	1_1	1	76	single-ended	1469834	https://encode-public.s3.amazonaws.com/2022/05/11/ed5240ee-dff5-49b9-9e96-8c5afeea58c2/ENCFF549TBL.fastq.gz	f7da4a4a0e279aec5fcc1cb28bd4643c	ENCSR679HAK
ENCSR470KCE	ENCFF382ACD	CTCF	CD4-positive, alpha-beta T cell	CD4-positive, alpha-beta T lymphocyte,CD4-positive, alpha-beta T-cell,CD4-positive, alpha-beta T-lymphocyte	1	1_1	1	76	single-ended	1418837	https://encode-public.s3.amazonaws.com/2022/05/11/b27b8e33-c33f-4b75-8d66-fb6a4f05ce23/ENCFF382ACD.fastq.gz	b72338cdd6cf9940f3832184d5e3125d	ENCSR679HAK
ENCSR470KCE	ENCFF683UCV	CTCF	CD4-positive, alpha-beta T cell	CD4-positive, alpha-beta T lymphocyte,CD4-positive, alpha-beta T-cell,CD4-positive, alpha-beta T-lymphocyte	1	1_1	1	76	single-ended	1431152	https://encode-public.s3.amazonaws.com/2022/05/11/34a9cbad-f14e-4487-b930-39d2e33b1d08/ENCFF683UCV.fastq.gz	4261b841097b647ce9cad1730acab4b5	ENCSR679HAK
ENCSR470KCE	ENCFF267UOX	CTCF	CD4-positive, alpha-beta T cell	CD4-positive, alpha-beta T lymphocyte,CD4-positive, alpha-beta T-cell,CD4-positive, alpha-beta T-lymphocyte	1	1_2	1	76	single-ended	8457599	https://encode-public.s3.amazonaws.com/2022/05/11/a885ceca-58a1-4349-94d9-735bdc268509/ENCFF267UOX.fastq.gz	c168512e1a6312c38edbc16acf1c2512	ENCSR679HAK
ENCSR470KCE	ENCFF093IMN	CTCF	CD4-positive, alpha-beta T cell	CD4-positive, alpha-beta T lymphocyte,CD4-positive, alpha-beta T-cell,CD4-positive, alpha-beta T-lymphocyte	1	1_1	1	76	single-ended	1472058	https://encode-public.s3.amazonaws.com/2022/05/11/107cb82e-15b1-405d-8c04-2f910fde0e19/ENCFF093IMN.fastq.gz	b1766bf5c63d2c79bfabe2c64c147cb1	ENCSR679HAK
ENCSR470KCE	ENCFF105VUO	CTCF	CD4-positive, alpha-beta T cell	CD4-positive, alpha-beta T lymphocyte,CD4-positive, alpha-beta T-cell,CD4-positive, alpha-beta T-lymphocyte	1	1_2	1	76	single-ended	8466130	https://encode-public.s3.amazonaws.com/2022/05/11/ec84b160-8d4d-4007-ac50-a5b9ec5679cb/ENCFF105VUO.fastq.gz	1cda6bfd2a66d706873cbf6f332040f3	ENCSR679HAK
ENCSR470KCE	ENCFF609XGR	CTCF	CD4-positive, alpha-beta T cell	CD4-positive, alpha-beta T lymphocyte,CD4-positive, alpha-beta T-cell,CD4-positive, alpha-beta T-lymphocyte	1	1_2	1	76	single-ended	8374285	https://encode-public.s3.amazonaws.com/2022/05/11/4df0baaa-9494-4a5d-bafa-51275fcfd3d7/ENCFF609XGR.fastq.gz	272ce12f999bc456cc7a93b94fffbe60	ENCSR679HAK
ENCSR470KCE	ENCFF577GDR	CTCF	CD4-positive, alpha-beta T cell	CD4-positive, alpha-beta T lymphocyte,CD4-positive, alpha-beta T-cell,CD4-positive, alpha-beta T-lymphocyte	1	1_2	1	76	single-ended	8394922	https://encode-public.s3.amazonaws.com/2022/05/11/a453c994-87d8-4ae8-b20b-51f95cd26c77/ENCFF577GDR.fastq.gz	a804b1798e6528bc4e2e371cb1337663	ENCSR679HAK
ENCSR470KCE	ENCFF696VYZ	CTCF	CD4-positive, alpha-beta T cell	CD4-positive, alpha-beta T lymphocyte,CD4-positive, alpha-beta T-cell,CD4-positive, alpha-beta T-lymphocyte	1	1_3	1	76	single-ended	7101983	https://encode-public.s3.amazonaws.com/2022/05/11/abee8232-7abd-415d-8b82-547fedd8d0fc/ENCFF696VYZ.fastq.gz	ef6da17efc58cad48774d9a8e02f4528	ENCSR679HAK
ENCSR470KCE	ENCFF271IZY	CTCF	CD4-positive, alpha-beta T cell	CD4-positive, alpha-beta T lymphocyte,CD4-positive, alpha-beta T-cell,CD4-positive, alpha-beta T-lymphocyte	1	1_3	1	76	single-ended	7121494	https://encode-public.s3.amazonaws.com/2022/05/11/a6c7ff45-9a7a-4070-941a-6e6eba7834c3/ENCFF271IZY.fastq.gz	93d53377de6b21b4aebd6b298acc1cf7	ENCSR679HAK
ENCSR470KCE	ENCFF812FXF	CTCF	CD4-positive, alpha-beta T cell	CD4-positive, alpha-beta T lymphocyte,CD4-positive, alpha-beta T-cell,CD4-positive, alpha-beta T-lymphocyte	1	1_3	1	76	single-ended	7029944	https://encode-public.s3.amazonaws.com/2022/05/11/0a6e24a2-1196-4749-baae-de8110e5f81b/ENCFF812FXF.fastq.gz	38f0cbde5a2aa5a3f81152b465e319bb	ENCSR679HAK
ENCSR470KCE	ENCFF134YVA	CTCF	CD4-positive, alpha-beta T cell	CD4-positive, alpha-beta T lymphocyte,CD4-positive, alpha-beta T-cell,CD4-positive, alpha-beta T-lymphocyte	1	1_3	1	76	single-ended	7059656	https://encode-public.s3.amazonaws.com/2022/05/11/0c4e30ae-d734-4d86-b74c-c36f289bdca3/ENCFF134YVA.fastq.gz	50751d48818ede41a6fd0ebf4fa44670	ENCSR679HAK
ENCSR194JAU	ENCFF123RAK	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	6265804	https://encode-public.s3.amazonaws.com/2022/05/11/653d3ffc-3f16-4cb9-81d0-a43e59d1eb53/ENCFF123RAK.fastq.gz	6338db2ec06b21b3459f00f839873ee4	ENCSR243LHN
ENCSR194JAU	ENCFF572NLT	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	6965897	https://encode-public.s3.amazonaws.com/2022/05/11/277b8e0e-a199-4009-83f1-702e77c4a7d8/ENCFF572NLT.fastq.gz	acf43d191296cc1022aee07eb46fd46e	ENCSR243LHN
ENCSR194JAU	ENCFF248PAS	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	6889694	https://encode-public.s3.amazonaws.com/2022/05/11/b62d407f-4119-461b-9006-69f824245ce7/ENCFF248PAS.fastq.gz	b8ab36e8dad3c75c61436a3c2f88c11c	ENCSR243LHN
ENCSR194JAU	ENCFF415LTN	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	6262951	https://encode-public.s3.amazonaws.com/2022/05/11/a5da056c-e48d-4bfe-8a6f-e15995e7507b/ENCFF415LTN.fastq.gz	7ababbfb0dc3642c1324ca1e20c4bd17	ENCSR243LHN
ENCSR194JAU	ENCFF418ROT	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	6307887	https://encode-public.s3.amazonaws.com/2022/05/11/2420cd40-8bdf-4ccf-989c-c572ef98bec8/ENCFF418ROT.fastq.gz	767304b92b851580fd81caef9baa38bc	ENCSR243LHN
ENCSR194JAU	ENCFF277NUY	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	6865018	https://encode-public.s3.amazonaws.com/2022/05/11/3881a967-ba28-41a8-b31e-a9ef0e0e8d20/ENCFF277NUY.fastq.gz	4ef55e0978dfcc10efee2908cef6d6f2	ENCSR243LHN
ENCSR194JAU	ENCFF917WPF	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	6219754	https://encode-public.s3.amazonaws.com/2022/05/11/3d44a781-6c4a-4784-a470-1b96a6ada20a/ENCFF917WPF.fastq.gz	46a220662951416f2e8beb17801e2bcf	ENCSR243LHN
ENCSR194JAU	ENCFF142WQR	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	6913004	https://encode-public.s3.amazonaws.com/2022/05/11/3e8b5b5c-d1ad-4d84-8dce-d17f2d4767ac/ENCFF142WQR.fastq.gz	c4e3efbf6222e9413d5f82d17ff38e6e	ENCSR243LHN
ENCSR979ZEO	ENCFF979GCS	CTCF	HCT116	HCT116 cell,HCT-116 cell	1	1_1	1	76	single-ended	6435286	https://encode-public.s3.amazonaws.com/2022/06/30/11d7b719-399b-46e1-b563-8b17e0cb1d37/ENCFF979GCS.fastq.gz	d08b4c2a6663b0ba5bfceacc393e6a57	ENCSR621MTI
ENCSR979ZEO	ENCFF417OND	CTCF	HCT116	HCT116 cell,HCT-116 cell	1	1_2	1	76	single-ended	5087107	https://encode-public.s3.amazonaws.com/2022/06/30/a385b9d6-e27a-48ef-b68c-55dbe76cd8b2/ENCFF417OND.fastq.gz	ebe8c6381eaea5126c865cbafd3bf9a8	ENCSR621MTI
ENCSR979ZEO	ENCFF088LJF	CTCF	HCT116	HCT116 cell,HCT-116 cell	1	1_1	1	76	single-ended	6482392	https://encode-public.s3.amazonaws.com/2022/06/30/9512a39a-c868-4a9e-b589-48592d6c762e/ENCFF088LJF.fastq.gz	1dd7a0609509fe2c22d9ecec625dd29f	ENCSR621MTI
ENCSR979ZEO	ENCFF488EYT	CTCF	HCT116	HCT116 cell,HCT-116 cell	1	1_1	1	76	single-ended	6418640	https://encode-public.s3.amazonaws.com/2022/06/30/7b1f5428-b977-44c8-84a5-f5fd9e0198af/ENCFF488EYT.fastq.gz	3f1c7d6dead0b03e139c78243485d289	ENCSR621MTI
ENCSR979ZEO	ENCFF619APA	CTCF	HCT116	HCT116 cell,HCT-116 cell	1	1_1	1	76	single-ended	6438462	https://encode-public.s3.amazonaws.com/2022/06/30/82ac12d9-f6a7-4065-9d23-75d5e2a3a4be/ENCFF619APA.fastq.gz	e44b61fe571ed501d79b433b521234bc	ENCSR621MTI
ENCSR979ZEO	ENCFF719PEA	CTCF	HCT116	HCT116 cell,HCT-116 cell	1	1_2	1	76	single-ended	5124525	https://encode-public.s3.amazonaws.com/2022/06/30/8fb92283-9c80-4251-bcab-8afcc4877e77/ENCFF719PEA.fastq.gz	26c266febbbfca3046e819337948b712	ENCSR621MTI
ENCSR979ZEO	ENCFF509LYP	CTCF	HCT116	HCT116 cell,HCT-116 cell	1	1_2	1	76	single-ended	5300750	https://encode-public.s3.amazonaws.com/2022/06/30/87d37e63-d14a-4f46-9d20-43c6db7a068c/ENCFF509LYP.fastq.gz	08e91d70c3118049d2ecc550fc085e3d	ENCSR621MTI
ENCSR979ZEO	ENCFF119DEW	CTCF	HCT116	HCT116 cell,HCT-116 cell	1	1_2	1	76	single-ended	5314156	https://encode-public.s3.amazonaws.com/2022/06/30/6b2f208d-4874-4a50-a62a-17f0be6987b1/ENCFF119DEW.fastq.gz	9d9219c7abcf125914c6e7e35b1a20b8	ENCSR621MTI
ENCSR934GQS	ENCFF829CGL	CTCF	ovary	female reproductive system gonada,animal ovary,female organism genitalia gonad,gonad of reproductive system of female organism,female organism reproductive system gonad,gonada of female organism reproductive system,female reproductive system gonad,gonad of female organism reproductive system,gonad of female organism genitalia,gonad of genitalia of female organism,gonada of female reproductive system,reproductive system of female organism gonada,female organism genitalia gonada,female gonad,female organism reproductive system gonada,reproductive system of female organism gonad,ovum-producing ovary,gonada of female organism genitalia,gonad of female reproductive system,genitalia of female organism gonada,gonada of reproductive system of female organism,gonada of genitalia of female organism,genitalia of female organism gonad	1	1_1	1	76	single-ended	6167895	https://encode-public.s3.amazonaws.com/2022/05/11/2862797f-e3be-42bf-8c73-6b63d26b60f8/ENCFF829CGL.fastq.gz	f2b3b83697ac14387d55d853433e8794	ENCSR583MIW
ENCSR934GQS	ENCFF484XWD	CTCF	ovary	female reproductive system gonada,animal ovary,female organism genitalia gonad,gonad of reproductive system of female organism,female organism reproductive system gonad,gonada of female organism reproductive system,female reproductive system gonad,gonad of female organism reproductive system,gonad of female organism genitalia,gonad of genitalia of female organism,gonada of female reproductive system,reproductive system of female organism gonada,female organism genitalia gonada,female gonad,female organism reproductive system gonada,reproductive system of female organism gonad,ovum-producing ovary,gonada of female organism genitalia,gonad of female reproductive system,genitalia of female organism gonada,gonada of reproductive system of female organism,gonada of genitalia of female organism,genitalia of female organism gonad	1	1_1	1	76	single-ended	6407587	https://encode-public.s3.amazonaws.com/2022/05/11/2c34896e-e719-476f-9b2e-181f60d47378/ENCFF484XWD.fastq.gz	295d14ab030f9f8f8517f10161ae048b	ENCSR583MIW
ENCSR934GQS	ENCFF552NNI	CTCF	ovary	female reproductive system gonada,animal ovary,female organism genitalia gonad,gonad of reproductive system of female organism,female organism reproductive system gonad,gonada of female organism reproductive system,female reproductive system gonad,gonad of female organism reproductive system,gonad of female organism genitalia,gonad of genitalia of female organism,gonada of female reproductive system,reproductive system of female organism gonada,female organism genitalia gonada,female gonad,female organism reproductive system gonada,reproductive system of female organism gonad,ovum-producing ovary,gonada of female organism genitalia,gonad of female reproductive system,genitalia of female organism gonada,gonada of reproductive system of female organism,gonada of genitalia of female organism,genitalia of female organism gonad	1	1_1	1	76	single-ended	6541233	https://encode-public.s3.amazonaws.com/2022/05/11/ea7ada56-3a8a-47ce-9fa8-181b3f2be07f/ENCFF552NNI.fastq.gz	afbea879279cb94bd24d5f63b0e85d10	ENCSR583MIW
ENCSR934GQS	ENCFF341ZRE	CTCF	ovary	female reproductive system gonada,animal ovary,female organism genitalia gonad,gonad of reproductive system of female organism,female organism reproductive system gonad,gonada of female organism reproductive system,female reproductive system gonad,gonad of female organism reproductive system,gonad of female organism genitalia,gonad of genitalia of female organism,gonada of female reproductive system,reproductive system of female organism gonada,female organism genitalia gonada,female gonad,female organism reproductive system gonada,reproductive system of female organism gonad,ovum-producing ovary,gonada of female organism genitalia,gonad of female reproductive system,genitalia of female organism gonada,gonada of reproductive system of female organism,gonada of genitalia of female organism,genitalia of female organism gonad	1	1_1	1	76	single-ended	6390368	https://encode-public.s3.amazonaws.com/2022/05/11/0c56d73c-63ab-4136-a42c-3d1e01557997/ENCFF341ZRE.fastq.gz	9678c1923899f84984ce9cccb019ba82	ENCSR583MIW
ENCSR934GQS	ENCFF931RMG	CTCF	ovary	female reproductive system gonada,animal ovary,female organism genitalia gonad,gonad of reproductive system of female organism,female organism reproductive system gonad,gonada of female organism reproductive system,female reproductive system gonad,gonad of female organism reproductive system,gonad of female organism genitalia,gonad of genitalia of female organism,gonada of female reproductive system,reproductive system of female organism gonada,female organism genitalia gonada,female gonad,female organism reproductive system gonada,reproductive system of female organism gonad,ovum-producing ovary,gonada of female organism genitalia,gonad of female reproductive system,genitalia of female organism gonada,gonada of reproductive system of female organism,gonada of genitalia of female organism,genitalia of female organism gonad	1	1_2	1	76	single-ended	8630073	https://encode-public.s3.amazonaws.com/2022/05/11/a25dc0be-1f82-46ce-9f3a-da626d34288e/ENCFF931RMG.fastq.gz	555fc3d67a8a37bf5706cfab15201eb3	ENCSR583MIW
ENCSR934GQS	ENCFF897KGX	CTCF	ovary	female reproductive system gonada,animal ovary,female organism genitalia gonad,gonad of reproductive system of female organism,female organism reproductive system gonad,gonada of female organism reproductive system,female reproductive system gonad,gonad of female organism reproductive system,gonad of female organism genitalia,gonad of genitalia of female organism,gonada of female reproductive system,reproductive system of female organism gonada,female organism genitalia gonada,female gonad,female organism reproductive system gonada,reproductive system of female organism gonad,ovum-producing ovary,gonada of female organism genitalia,gonad of female reproductive system,genitalia of female organism gonada,gonada of reproductive system of female organism,gonada of genitalia of female organism,genitalia of female organism gonad	1	1_2	1	76	single-ended	8974646	https://encode-public.s3.amazonaws.com/2022/05/11/d8d7232c-4bd3-4e9d-8108-95e24aebc95e/ENCFF897KGX.fastq.gz	5074813acb67bf64299127d043b2f53b	ENCSR583MIW
ENCSR934GQS	ENCFF460JMP	CTCF	ovary	female reproductive system gonada,animal ovary,female organism genitalia gonad,gonad of reproductive system of female organism,female organism reproductive system gonad,gonada of female organism reproductive system,female reproductive system gonad,gonad of female organism reproductive system,gonad of female organism genitalia,gonad of genitalia of female organism,gonada of female reproductive system,reproductive system of female organism gonada,female organism genitalia gonada,female gonad,female organism reproductive system gonada,reproductive system of female organism gonad,ovum-producing ovary,gonada of female organism genitalia,gonad of female reproductive system,genitalia of female organism gonada,gonada of reproductive system of female organism,gonada of genitalia of female organism,genitalia of female organism gonad	1	1_2	1	76	single-ended	9091260	https://encode-public.s3.amazonaws.com/2022/05/11/d333144d-1daa-44c1-b973-dda9a507c289/ENCFF460JMP.fastq.gz	b348afbddd5e575b047a6388ccec43ba	ENCSR583MIW
ENCSR934GQS	ENCFF081UCC	CTCF	ovary	female reproductive system gonada,animal ovary,female organism genitalia gonad,gonad of reproductive system of female organism,female organism reproductive system gonad,gonada of female organism reproductive system,female reproductive system gonad,gonad of female organism reproductive system,gonad of female organism genitalia,gonad of genitalia of female organism,gonada of female reproductive system,reproductive system of female organism gonada,female organism genitalia gonada,female gonad,female organism reproductive system gonada,reproductive system of female organism gonad,ovum-producing ovary,gonada of female organism genitalia,gonad of female reproductive system,genitalia of female organism gonada,gonada of reproductive system of female organism,gonada of genitalia of female organism,genitalia of female organism gonad	1	1_2	1	76	single-ended	8920562	https://encode-public.s3.amazonaws.com/2022/05/11/32411cba-7683-49f8-8b76-6c4fe4492951/ENCFF081UCC.fastq.gz	69894d324e2d8e2d4baf782ce3252213	ENCSR583MIW
ENCSR863HZM	ENCFF906ACM	CTCF	lower lobe of right lung	right caudal lobe of lung,right lower lobe of lung,right lower lobe,lobus inferior (pulmo dexter),lobus inferior pulmonis dextri,inferior lobe of right lung,lower lobe of right lung	1	1_1	1	76	single-ended	6015540	https://encode-public.s3.amazonaws.com/2022/05/11/3ee656df-466f-4e2d-b294-4cf626b6d51d/ENCFF906ACM.fastq.gz	89911bcd65a18caf5808da1fc0c161c7	ENCSR454FJM
ENCSR863HZM	ENCFF804KOV	CTCF	lower lobe of right lung	right caudal lobe of lung,right lower lobe of lung,right lower lobe,lobus inferior (pulmo dexter),lobus inferior pulmonis dextri,inferior lobe of right lung,lower lobe of right lung	1	1_1	1	76	single-ended	6023021	https://encode-public.s3.amazonaws.com/2022/05/11/b65b5dc4-f715-454e-889b-c3e62ea66d1b/ENCFF804KOV.fastq.gz	a38b42fc0616bd9f1fe43e19c197d986	ENCSR454FJM
ENCSR863HZM	ENCFF118IKM	CTCF	lower lobe of right lung	right caudal lobe of lung,right lower lobe of lung,right lower lobe,lobus inferior (pulmo dexter),lobus inferior pulmonis dextri,inferior lobe of right lung,lower lobe of right lung	1	1_1	1	76	single-ended	5936274	https://encode-public.s3.amazonaws.com/2022/05/11/71ab68ea-aeaa-4992-bf2c-b554b447cea2/ENCFF118IKM.fastq.gz	3fa0a647521c075429686ac64fb6d900	ENCSR454FJM
ENCSR863HZM	ENCFF529GPC	CTCF	lower lobe of right lung	right caudal lobe of lung,right lower lobe of lung,right lower lobe,lobus inferior (pulmo dexter),lobus inferior pulmonis dextri,inferior lobe of right lung,lower lobe of right lung	1	1_1	1	76	single-ended	6077545	https://encode-public.s3.amazonaws.com/2022/05/11/470b3232-1d2a-41e8-a711-25fdd61d2d3a/ENCFF529GPC.fastq.gz	6a32bc634a1931ab80533771ed91d122	ENCSR454FJM
ENCSR863HZM	ENCFF940SVU	CTCF	lower lobe of right lung	right caudal lobe of lung,right lower lobe of lung,right lower lobe,lobus inferior (pulmo dexter),lobus inferior pulmonis dextri,inferior lobe of right lung,lower lobe of right lung	1	1_2	1	76	single-ended	6707195	https://encode-public.s3.amazonaws.com/2022/05/11/476f6a53-2963-46c5-9b00-7e5499ab5268/ENCFF940SVU.fastq.gz	273976ce1d52482f5def6d7ca980c4d8	ENCSR454FJM
ENCSR863HZM	ENCFF604EFO	CTCF	lower lobe of right lung	right caudal lobe of lung,right lower lobe of lung,right lower lobe,lobus inferior (pulmo dexter),lobus inferior pulmonis dextri,inferior lobe of right lung,lower lobe of right lung	1	1_2	1	76	single-ended	6778584	https://encode-public.s3.amazonaws.com/2022/05/11/69a6281e-c542-450f-8ac1-f9a770bfdbb2/ENCFF604EFO.fastq.gz	d50638e5e8c30adb4373e3b359082c90	ENCSR454FJM
ENCSR863HZM	ENCFF069EVH	CTCF	lower lobe of right lung	right caudal lobe of lung,right lower lobe of lung,right lower lobe,lobus inferior (pulmo dexter),lobus inferior pulmonis dextri,inferior lobe of right lung,lower lobe of right lung	1	1_2	1	76	single-ended	6780927	https://encode-public.s3.amazonaws.com/2022/05/11/29a24d15-c8f5-48ff-b4b2-91b91c212c0b/ENCFF069EVH.fastq.gz	a86f1d79e5f578f169a5b8cc4e70b6cd	ENCSR454FJM
ENCSR863HZM	ENCFF091KUX	CTCF	lower lobe of right lung	right caudal lobe of lung,right lower lobe of lung,right lower lobe,lobus inferior (pulmo dexter),lobus inferior pulmonis dextri,inferior lobe of right lung,lower lobe of right lung	1	1_2	1	76	single-ended	6846864	https://encode-public.s3.amazonaws.com/2022/05/11/5d9b6f6b-5b30-4a31-926e-49232c07620c/ENCFF091KUX.fastq.gz	2e476f6c09529fd1f75a0518bb1edce3	ENCSR454FJM
ENCSR000VGD	ENCFF070QCP	CTCF	right lobe of liver	liver right lobe,lobus hepaticus dexter,right liver lobe	1	1_1	1	76	single-ended	6716872	https://encode-public.s3.amazonaws.com/2022/05/11/fecf0c37-5994-4f5d-9c55-c58735706f77/ENCFF070QCP.fastq.gz	e628dbe1bcaf58403b2db19d7d8a0252	ENCSR886ATT
ENCSR000VGD	ENCFF798RYQ	CTCF	right lobe of liver	liver right lobe,lobus hepaticus dexter,right liver lobe	1	1_1	1	76	single-ended	6693762	https://encode-public.s3.amazonaws.com/2022/05/11/dbb747f3-ef43-4253-9360-1d64180fc31f/ENCFF798RYQ.fastq.gz	85ea8213b2afb2e003bd52c86b1946c2	ENCSR886ATT
ENCSR000VGD	ENCFF901UFD	CTCF	right lobe of liver	liver right lobe,lobus hepaticus dexter,right liver lobe	1	1_1	1	76	single-ended	6780829	https://encode-public.s3.amazonaws.com/2022/05/11/30224db8-ef5a-4ca2-a56e-8f07a2af9cae/ENCFF901UFD.fastq.gz	13374c80b7656e1c1a378237451c6f7e	ENCSR886ATT
ENCSR000VGD	ENCFF748ZGK	CTCF	right lobe of liver	liver right lobe,lobus hepaticus dexter,right liver lobe	1	1_1	1	76	single-ended	6779114	https://encode-public.s3.amazonaws.com/2022/05/11/0f4b4f20-8bf9-496b-adc1-a7926ad49314/ENCFF748ZGK.fastq.gz	c0681913b1432c2a85f21eeac1903af8	ENCSR886ATT
ENCSR000VGD	ENCFF674WAF	CTCF	right lobe of liver	liver right lobe,lobus hepaticus dexter,right liver lobe	1	1_2	1	76	single-ended	6184944	https://encode-public.s3.amazonaws.com/2022/05/11/b51a950d-5164-4931-a3dd-04195c7cbd39/ENCFF674WAF.fastq.gz	b51a6f9660aa00dbdc1be9abcc307278	ENCSR886ATT
ENCSR000VGD	ENCFF540KXG	CTCF	right lobe of liver	liver right lobe,lobus hepaticus dexter,right liver lobe	1	1_2	1	76	single-ended	6184521	https://encode-public.s3.amazonaws.com/2022/05/11/38b0c6ec-1bf6-4a2e-b2c7-9dda841d92af/ENCFF540KXG.fastq.gz	cd8084be40b9abddc45db49063a1ffd7	ENCSR886ATT
ENCSR000VGD	ENCFF547TQW	CTCF	right lobe of liver	liver right lobe,lobus hepaticus dexter,right liver lobe	1	1_2	1	76	single-ended	6260568	https://encode-public.s3.amazonaws.com/2022/05/11/d9a62007-2eeb-4f8a-9f1a-3b4b952e25b8/ENCFF547TQW.fastq.gz	bd2b16b3ae1a60a2fede9de5bdd937b8	ENCSR886ATT
ENCSR000VGD	ENCFF124EUD	CTCF	right lobe of liver	liver right lobe,lobus hepaticus dexter,right liver lobe	1	1_2	1	76	single-ended	6246604	https://encode-public.s3.amazonaws.com/2022/05/11/39cfd836-1864-4501-8a8a-74997151dbad/ENCFF124EUD.fastq.gz	2d790b3ab922e9f452d98157ebbc6d01	ENCSR886ATT
ENCSR027HML	ENCFF002AVL	CTCF	OCI-LY7		1	1_1	1	36	single-ended	25351791	https://encode-public.s3.amazonaws.com/2014/03/19/bf32a1c9-3685-41cc-a22c-6c4f81215d25/ENCFF002AVL.fastq.gz	9e909078e7a1d0e8de4f0353687c6537	ENCSR063AUO
ENCSR027HML	ENCFF002AVW	CTCF	OCI-LY7		2	2_1	1	37	single-ended	20569617	https://encode-public.s3.amazonaws.com/2014/03/19/633ed1f6-f865-4cc4-862d-b6ec76e5b012/ENCFF002AVW.fastq.gz	b3d430524ce3d9d599503ac02c668e32	ENCSR063AUO
ENCSR027HML	ENCFF094ZYW	CTCF	OCI-LY7		1	1_1	1	76	single-ended	5168234	https://encode-public.s3.amazonaws.com/2016/10/05/eacdd59c-8221-4de3-b1d7-2f2f22974436/ENCFF094ZYW.fastq.gz	92a624a35066dbe5c50c645cbe8ee59f	ENCSR063AUO
ENCSR027HML	ENCFF266OUT	CTCF	OCI-LY7		1	1_1	1	76	single-ended	5300679	https://encode-public.s3.amazonaws.com/2016/10/05/2e18a411-7a1e-4ed9-9aad-625c38566210/ENCFF266OUT.fastq.gz	156fcf19aa02e4f1b1b521383f6bc100	ENCSR063AUO
ENCSR027HML	ENCFF562LZL	CTCF	OCI-LY7		2	2_1	1	76	single-ended	8165112	https://encode-public.s3.amazonaws.com/2016/10/05/b29cd5ba-6639-4f1f-8590-d0bdefb66acd/ENCFF562LZL.fastq.gz	eb3bcc7c4e8c8ba65c2974f93023ac32	ENCSR063AUO
ENCSR027HML	ENCFF690GSP	CTCF	OCI-LY7		2	2_1	1	76	single-ended	8154550	https://encode-public.s3.amazonaws.com/2016/10/05/1e1ca0f7-ae82-4b10-9754-cee77c03d216/ENCFF690GSP.fastq.gz	1548041ead9badc1797b74348801fd47	ENCSR063AUO
